Well_ID,Production_Date,Production_Time_h,Casing_Pressure_MPa,Oil_Pressure_MPa,Daily_Gas_Production_104m3,Daily_Water_Production_t,Cumulative_Gas_Production_104m3,Cumulative_Water_Production_t,Unnamed:9
X2,2019/10/18,17.5,4.1,1.4,0.95,2.0,8506.35,30029.0,
X2,2019/10/19,24.0,4.28,1.44,1.03,2.0,8507.38,30031.0,
X2,2019/10/20,24.0,4.48,1.42,1.34,2.0,8508.72,30033.0,
X2,2019/10/21,2.0,4.6,1.3,0.17,0.0,8508.89,30033.0,
X2,2019/10/23,15.0,4.4,1.8,1.54,2.0,8510.42,30035.0,
X2,2019/10/24,24.0,4.0,1.5,1.97,3.0,8512.4,30038.0,
X2,2019/10/25,24.0,3.6,2.2,2.87,4.0,8515.27,30042.0,
X2,2019/10/28,24.0,4.0,1.7,2.92,5.0,8518.19,30047.0,
X2,2019/10/29,24.0,4.2,1.5,1.72,2.0,8519.92,30049.0,
X2,2019/10/30,24.0,4.5,1.6,0.59,1.0,8520.51,30050.0,
X2,2019/11/2,24.0,4.74,3.28,2.72,5.0,8523.23,30055.0,
X2,2019/11/3,24.0,3.89,1.62,2.79,5.0,8526.02,30060.0,
X2,2019/11/4,24.0,3.62,1.67,2.5,4.0,8528.52,30064.0,
X2,2019/11/5,24.0,3.51,1.58,2.37,4.0,8530.89,30068.0,
X2,2019/11/6,24.0,3.44,1.51,2.28,4.0,8533.16,30072.0,
X2,2019/11/9,24.0,4.11,2.71,3.38,5.0,8536.54,30077.0,
X2,2019/11/10,24.0,3.46,1.53,2.54,4.0,8539.08,30081.0,
X2,2019/11/11,24.0,3.5,1.66,2.38,3.0,8541.45,30084.0,
X2,2019/11/12,24.0,3.79,1.35,0.98,1.0,8542.44,30085.0,
X2,2019/11/15,24.0,4.31,3.01,2.53,4.0,8544.97,30089.0,
X2,2019/11/16,24.0,3.7,1.63,2.07,3.0,8547.04,30092.0,
X2,2019/11/17,24.0,3.57,1.52,2.17,3.0,8549.2,30095.0,
X2,2019/11/18,24.0,3.46,1.48,2.2,3.0,8551.4,30098.0,
X2,2019/11/19,6.0,3.97,3.01,0.54,1.0,8551.93,30099.0,
X2,2019/11/20,24.0,3.72,1.76,2.95,4.0,8554.88,30103.0,
X2,2019/11/21,8.0,3.85,2.87,0.54,1.0,8555.42,30104.0,
X2,2019/11/23,24.0,4.14,3.21,3.01,4.0,8558.43,30108.0,
X2,2019/11/24,24.0,3.47,1.56,1.91,3.0,8560.34,30111.0,
X2,2019/11/25,24.0,3.73,1.39,1.27,2.0,8561.61,30113.0,
X2,2019/11/26,24.0,3.95,1.36,1.02,2.0,8562.63,30115.0,
X2,2019/11/27,4.0,4.46,3.12,0.32,1.0,8562.95,30116.0,
X2,2019/11/28,24.0,4.2,1.9,2.75,5.0,8565.7,30121.0,
X2,2019/11/29,22.0,4.01,1.53,1.71,2.0,8567.41,30123.0,
X2,2019/11/30,24.0,4.01,1.53,2.27,4.0,8569.68,30127.0,
X2,2019/12/1,24.0,4.01,1.53,2.08,4.0,8571.75,30131.0,
X2,2019/12/2,24.0,4.01,1.53,1.45,3.0,8573.2,30134.0,
X2,2019/12/3,24.0,3.83,1.89,1.3,2.0,8574.5,30136.0,
X2,2019/12/4,24.0,3.99,1.75,1.03,2.0,8575.53,30138.0,
X2,2019/12/6,24.0,4.11,1.91,2.66,5.0,8578.19,30143.0,
X2,2019/12/7,24.0,3.71,1.88,1.82,4.0,8580.01,30147.0,
X2,2019/12/8,24.0,3.7,1.95,1.58,3.0,8581.59,30150.0,
X2,2019/12/9,24.0,3.93,1.25,1.1,1.0,8582.7,30151.0,
X2,2019/12/10,24.0,4.17,1.27,0.84,1.0,8583.54,30152.0,
X2,2019/12/11,2.0,4.27,1.17,0.1,0.0,8583.64,30152.0,
X2,2019/12/13,24.0,4.12,1.68,3.48,3.0,8587.12,30155.0,
X2,2019/12/14,24.0,3.49,1.38,2.4,2.0,8589.52,30157.0,
X2,2019/12/15,24.0,3.27,1.35,2.57,2.0,8592.09,30159.0,
X2,2019/12/17,23.0,3.69,2.41,1.34,1.0,8593.43,30160.0,
X2,2019/12/18,24.0,3.16,1.33,1.4,2.0,8594.84,30162.0,
X2,2019/12/19,24.0,3.02,1.31,1.1,2.0,8595.94,30164.0,
X2,2019/12/20,24.0,2.91,1.29,1.38,2.0,8597.31,30166.0,
X2,2019/12/21,24.0,2.91,1.46,1.6,2.0,8598.91,30168.0,
X2,2019/12/22,24.0,2.98,1.29,1.99,3.0,8600.9,30171.0,
X2,2019/12/23,24.0,3.13,1.81,2.3,2.0,8603.2,30173.0,
X2,2019/12/24,24.0,3.37,1.31,1.5,2.0,8604.71,30175.0,
X2,2019/12/25,24.0,3.63,1.24,1.1,2.0,8605.81,30177.0,
X2,2019/12/26,24.0,3.83,1.19,2.15,2.0,8607.96,30179.0,
X2,2019/12/27,24.0,4.0,2.05,1.86,2.0,8609.82,30181.0,
X2,2019/12/28,24.0,4.11,1.36,1.04,2.0,8610.86,30183.0,
X2,2019/12/29,24.0,4.23,1.9,1.11,1.0,8611.97,30184.0,
X2,2019/12/30,24.0,4.31,1.2,1.45,1.0,8613.42,30185.0,
X2,2019/12/31,24.0,4.39,1.12,0.99,1.0,8614.41,30186.0,
X2,2020/1/1,24.0,4.51,2.32,1.12,1.0,8615.54,30187.0,
X2,2020/1/2,24.0,4.54,1.42,1.4,1.0,8616.94,30188.0,
X2,2020/1/3,24.0,4.61,1.3,0.7,0.0,8617.64,30188.0,
X2,2020/1/4,24.0,4.68,1.47,1.32,0.0,8618.96,30188.0,
X2,2020/1/6,24.0,4.66,3.32,3.37,3.0,8622.32,30191.0,
X2,2020/1/7,24.0,3.77,1.6,2.72,3.0,8625.05,30194.0,
X2,2020/1/8,24.0,3.39,1.35,2.68,2.0,8627.73,30196.0,
X2,2020/1/9,24.0,3.2,1.34,2.5,2.0,8630.23,30198.0,
X2,2020/1/10,24.0,3.1,1.37,2.36,2.0,8632.59,30200.0,
X2,2020/1/11,24.0,3.23,1.82,2.16,2.0,8634.75,30202.0,
X2,2020/1/12,24.0,3.54,1.32,1.3,1.0,8636.05,30203.0,
X2,2020/1/13,24.0,3.83,1.25,1.04,1.0,8637.09,30204.0,
X2,2020/1/14,24.0,4.05,2.05,1.02,1.0,8638.11,30205.0,
X2,2020/1/15,24.0,4.19,1.16,0.72,1.0,8638.83,30206.0,
X2,2020/1/21,20.0,4.97,4.09,2.3,2.0,8641.13,30208.0,
X2,2020/1/22,24.0,4.37,2.67,2.31,2.0,8643.44,30210.0,
X2,2020/1/23,24.0,4.37,2.67,1.27,1.0,8644.71,30211.0,
X2,2020/1/24,24.0,3.31,1.44,0.9,1.0,8645.62,30212.0,
X2,2020/1/25,24.0,3.24,0.37,1.0,1.0,8646.62,30213.0,
X2,2020/1/26,24.0,3.21,1.37,1.97,2.0,8648.58,30215.0,
X2,2020/1/27,24.0,3.13,1.33,1.39,2.0,8649.97,30217.0,
X2,2020/1/28,24.0,3.28,1.72,2.0,2.0,8651.98,30219.0,
X2,2020/1/29,24.0,3.52,1.09,1.1,1.0,8653.08,30220.0,
X2,2020/1/30,24.0,3.73,1.09,0.65,0.0,8653.73,30220.0,
X2,2020/1/31,24.0,3.91,1.05,0.8,0.0,8654.53,30220.0,
X2,2020/2/1,24.0,3.93,1.05,0.76,0.0,8655.29,30220.0,
X2,2020/2/2,24.0,4.27,1.15,1.92,2.0,8657.21,30222.0,
X2,2020/2/3,24.0,4.38,2.19,1.27,1.0,8658.47,30223.0,
X2,2020/2/4,5.5,4.36,1.13,0.51,0.0,8658.98,30223.0,
X2,2020/2/10,21.0,4.74,3.52,2.3,2.0,8661.28,30225.0,
X2,2020/2/11,24.0,3.61,1.46,2.87,2.0,8664.15,30227.0,
X2,2020/2/12,24.0,3.38,1.37,2.6,2.0,8666.75,30229.0,
X2,2020/2/13,24.0,3.23,1.35,2.5,2.0,8669.25,30231.0,
X2,2020/2/14,24.0,3.18,1.27,2.44,2.0,8671.69,30233.0,
X2,2020/2/15,24.0,3.18,1.27,2.24,2.0,8673.93,30235.0,
X2,2020/2/16,24.0,3.18,1.27,2.35,2.0,8676.29,30237.0,
X2,2020/2/17,24.0,3.18,1.27,2.34,2.0,8678.62,30239.0,
X2,2020/2/18,24.0,3.18,1.27,2.31,2.0,8680.93,30241.0,
X2,2020/2/19,24.0,3.18,1.27,2.2,2.0,8683.13,30243.0,
X2,2020/2/20,24.0,3.18,1.27,1.9,2.0,8685.03,30245.0,
X2,2020/2/21,24.0,3.18,1.27,1.71,1.0,8686.74,30246.0,
X2,2020/2/22,24.0,3.18,1.27,1.01,1.0,8687.74,30247.0,
X2,2020/2/23,24.0,3.18,1.27,0.53,0.0,8688.27,30247.0,
X2,2020/2/24,24.0,3.18,1.27,0.4,0.0,8688.67,30247.0,
X2,2020/2/25,0.5,4.48,4.42,0.0,0.0,8688.67,30247.0,
X2,2020/2/28,22.5,3.18,1.27,2.4,2.0,8691.07,30249.0,
X2,2020/2/29,24.0,3.18,1.27,1.71,2.0,8692.78,30251.0,
X2,2020/3/1,24.0,3.18,1.27,2.0,2.0,8694.78,30253.0,
X2,2020/3/2,24.0,3.18,1.27,1.53,2.0,8696.31,30255.0,
X2,2020/3/3,24.0,3.18,1.27,1.22,2.0,8697.52,30257.0,
X2,2020/3/4,24.0,3.18,1.27,1.69,2.0,8699.21,30259.0,
X2,2020/3/5,24.0,3.18,1.27,1.58,1.0,8700.79,30260.0,
X2,2020/3/6,24.0,3.18,1.27,1.84,1.0,8702.63,30261.0,
X2,2020/3/7,24.0,2.98,1.38,1.98,2.0,8704.61,30263.0,
X2,2020/3/8,24.0,2.98,1.22,1.62,2.0,8706.23,30265.0,
X2,2020/3/9,24.0,3.23,1.31,1.27,1.0,8707.5,30266.0,
X2,2020/3/10,24.0,3.42,1.15,1.79,1.0,8709.29,30267.0,
X2,2020/3/11,24.0,3.6,1.3,1.1,1.0,8710.39,30268.0,
X2,2020/3/12,5.0,4.39,4.33,0.0,0.0,8710.39,30268.0,
X2,2020/3/20,21.5,4.44,3.4,2.81,3.0,8713.2,30271.0,
X2,2020/3/21,24.0,3.34,1.43,1.48,1.0,8714.68,30272.0,
X2,2020/3/22,24.0,3.16,1.48,1.92,2.0,8716.6,30274.0,
X2,2020/3/23,24.0,3.1,1.36,1.75,2.0,8718.36,30276.0,
X2,2020/3/24,3.5,3.02,1.36,0.11,0.0,8718.47,30276.0,
X2,2020/4/1,24.0,4.49,3.37,2.09,2.0,8720.56,30278.0,
X2,2020/4/2,24.0,3.31,1.43,1.48,1.0,8722.05,30279.0,
X2,2020/4/3,24.0,3.14,1.34,1.28,1.0,8723.33,30280.0,
X2,2020/4/4,24.0,3.18,1.85,2.42,2.0,8725.74,30282.0,
X2,2020/4/5,24.0,3.28,1.35,1.01,1.0,8726.75,30283.0,
X2,2020/4/6,24.0,3.47,1.25,1.64,2.0,8728.39,30285.0,
X2,2020/4/7,24.0,3.74,1.23,0.93,1.0,8729.31,30286.0,
X2,2020/4/8,24.0,3.95,1.35,1.0,1.0,8730.31,30287.0,
X2,2020/4/9,24.0,4.09,1.26,1.06,0.0,8731.37,30287.0,
X2,2020/4/15,24.0,4.46,3.13,4.36,4.0,8735.73,30291.0,
X2,2020/4/16,24.0,3.48,2.02,1.62,2.0,8737.35,30293.0,
X2,2020/4/17,24.0,3.5,2.19,1.41,1.0,8738.76,30294.0,
X2,2020/4/18,24.0,3.37,1.48,1.57,1.0,8740.33,30295.0,
X2,2020/4/19,24.0,3.26,1.81,1.37,1.0,8741.7,30296.0,
X2,2020/4/20,24.0,3.51,2.15,0.8,0.0,8742.5,30296.0,
X2,2020/4/21,2.5,4.16,3.87,0.0,0.0,8742.5,30296.0,
X2,2020/4/23,16.0,4.15,3.04,1.21,1.0,8743.71,30297.0,
X2,2020/4/24,24.0,3.26,1.26,1.0,1.0,8744.71,30298.0,
X2,2020/4/25,24.0,3.09,1.4,1.2,1.0,8745.91,30299.0,
X2,2020/4/26,24.0,3.3,1.56,1.31,1.0,8747.22,30300.0,
X2,2020/4/27,2.0,3.97,2.76,0.1,1.0,8747.32,30301.0,
X2,2020/5/1,15.5,4.2,2.97,3.22,4.0,8750.54,30305.0,
X2,2020/5/2,24.0,3.49,1.52,2.51,3.0,8753.05,30308.0,
X2,2020/5/3,24.0,3.26,1.49,1.51,2.0,8754.56,30310.0,
X2,2020/5/4,24.0,3.39,1.45,1.19,2.0,8755.75,30312.0,
X2,2020/5/5,4.0,4.46,4.38,0.0,0.0,8755.75,30312.0,
X2,2020/5/7,24.0,3.52,1.59,2.24,2.0,8757.99,30314.0,
X2,2020/5/8,24.0,3.11,1.24,2.21,2.0,8760.2,30316.0,
X2,2020/5/9,24.0,3.12,1.29,1.65,2.0,8761.85,30318.0,
X2,2020/5/10,24.0,3.3,1.32,0.93,1.0,8762.79,30319.0,
X2,2020/5/11,24.0,3.61,1.52,1.35,2.0,8764.13,30321.0,
X2,2020/5/12,24.0,3.82,1.27,0.4,1.0,8764.53,30322.0,
X2,2020/5/13,7.0,0.0,0.0,0.0,0.0,8764.53,30322.0,
X2,2020/5/14,22.0,3.86,1.74,1.23,1.0,8765.76,30323.0,
X2,2020/5/15,24.0,3.91,1.42,1.0,1.0,8766.76,30324.0,
X2,2020/5/16,16.5,2.95,1.46,0.73,1.0,8767.5,30325.0,
X2,2020/5/17,24.0,4.24,2.13,0.83,1.0,8768.33,30326.0,
X2,2020/5/18,24.0,4.33,2.15,0.92,1.0,8769.25,30327.0,
X2,2020/5/19,24.0,4.45,2.28,0.86,1.0,8770.11,30328.0,
X2,2020/5/20,24.0,4.52,2.32,0.64,1.0,8770.75,30329.0,
X2,2020/5/21,24.0,4.58,2.21,0.65,1.0,8771.4,30330.0,
X2,2020/5/22,24.0,4.62,2.0,0.65,1.0,8772.05,30331.0,
X2,2020/5/23,24.0,4.67,1.88,0.87,1.0,8772.91,30332.0,
X2,2020/5/24,24.0,4.74,1.93,0.84,1.0,8773.75,30333.0,
X2,2020/5/25,24.0,4.77,1.56,0.8,1.0,8774.55,30334.0,
X2,2020/5/26,24.0,4.8,1.55,0.82,1.0,8775.37,30335.0,
X2,2020/5/27,24.0,4.85,1.65,0.8,1.0,8776.17,30336.0,
X2,2020/5/28,24.0,4.97,2.35,0.77,1.0,8776.94,30337.0,
X2,2020/5/29,24.0,5.04,2.74,0.87,1.0,8777.81,30338.0,
X2,2020/5/30,24.0,5.08,3.2,0.85,1.0,8778.66,30339.0,
X2,2020/5/31,24.0,5.07,3.38,0.82,1.0,8779.48,30340.0,
X2,2020/6/1,24.0,4.98,3.1,0.9,1.0,8780.38,30341.0,
X2,2020/6/2,24.0,4.94,3.04,0.89,1.0,8781.27,30342.0,
X2,2020/6/3,24.0,4.9,2.75,0.91,1.0,8782.18,30343.0,
X2,2020/6/4,24.0,4.89,2.88,0.93,1.0,8783.11,30344.0,
X2,2020/6/5,24.0,4.84,2.82,0.86,1.0,8783.97,30345.0,
X2,2020/6/6,24.0,4.57,2.67,0.91,1.0,8784.88,30346.0,
X2,2020/6/7,24.0,4.49,3.23,0.7,1.0,8785.58,30347.0,
X2,2020/6/8,24.0,4.66,1.71,0.68,1.0,8786.26,30348.0,
X2,2020/6/9,24.0,4.67,1.58,0.66,1.0,8786.92,30349.0,
X2,2020/6/10,24.0,4.76,1.62,0.65,1.0,8787.57,30350.0,
X2,2020/6/11,24.0,4.84,1.61,0.68,1.0,8788.25,30351.0,
X2,2020/6/12,24.0,4.9,1.46,0.65,1.0,8788.9,30352.0,
X2,2020/6/13,24.0,4.94,1.57,0.6,1.0,8789.5,30353.0,
X2,2020/6/14,24.0,5.01,1.73,0.82,1.0,8790.32,30354.0,
X2,2020/6/15,24.0,5.06,1.43,0.8,1.0,8791.12,30355.0,
X2,2020/6/16,24.0,5.11,1.57,0.94,1.0,8792.06,30356.0,
X2,2020/6/17,24.0,5.14,2.18,1.0,1.0,8793.06,30357.0,
X2,2020/6/18,24.0,5.16,1.75,1.3,1.0,8794.36,30358.0,
X2,2020/6/19,24.0,5.18,2.04,1.5,1.0,8795.86,30359.0,
X2,2020/6/20,24.0,5.17,2.44,1.29,2.0,8797.15,30361.0,
X2,2020/6/21,24.0,5.01,2.65,1.0,2.0,8798.15,30363.0,
X2,2020/6/22,24.0,4.76,2.91,1.28,2.0,8799.43,30365.0,
X2,2020/6/23,24.0,4.59,2.82,1.15,1.0,8800.59,30366.0,
X2,2020/6/24,24.0,4.4,2.8,1.3,1.0,8801.88,30367.0,
X2,2020/6/25,24.0,4.24,2.79,1.1,1.0,8802.98,30368.0,
X2,2020/6/26,24.0,4.24,2.44,1.55,1.0,8804.53,30369.0,
X2,2020/6/27,24.0,4.36,2.34,1.12,1.0,8805.65,30370.0,
X2,2020/6/28,24.0,4.4,2.33,1.85,2.0,8807.5,30372.0,
X2,2020/6/29,24.0,4.47,2.33,0.78,1.0,8808.28,30373.0,
X2,2020/6/30,24.0,4.54,2.35,0.75,1.0,8809.04,30374.0,
X2,2020/7/1,24.0,4.58,2.4,1.56,0.0,8810.6,30374.0,
X2,2020/7/2,24.0,4.6,2.45,1.75,1.0,8812.34,30375.0,
X2,2020/7/3,24.0,4.65,2.39,1.6,1.0,8813.94,30376.0,
X2,2020/7/4,24.0,4.63,2.53,1.74,3.0,8815.68,30379.0,
X2,2020/7/5,24.0,4.58,1.51,0.96,3.0,8816.64,30382.0,
X2,2020/7/6,24.0,4.45,2.49,1.96,3.0,8818.6,30385.0,
X2,2020/7/7,24.0,4.45,1.67,0.91,3.0,8819.51,30388.0,
X2,2020/7/8,24.0,4.46,1.35,1.03,3.0,8820.55,30391.0,
X2,2020/7/9,24.0,4.46,1.35,1.0,2.0,8821.55,30393.0,
X2,2020/7/10,24.0,4.46,1.35,1.86,2.0,8823.41,30395.0,
X2,2020/7/11,24.0,4.46,1.35,0.83,2.0,8824.24,30397.0,
X2,2020/7/12,24.0,4.46,1.35,0.77,2.0,8825.0,30399.0,
X2,2020/7/13,24.0,4.46,1.35,1.1,3.0,8826.1,30402.0,
X2,2020/7/14,24.0,4.46,1.35,0.89,2.0,8826.99,30404.0,
X2,2020/7/15,24.0,4.46,1.35,0.7,2.0,8827.69,30406.0,
X2,2020/7/16,24.0,4.46,1.35,0.76,3.0,8828.45,30409.0,
X2,2020/7/17,24.0,4.46,1.35,0.87,3.0,8829.32,30412.0,
X2,2020/7/18,9.0,4.74,3.24,0.45,1.0,8829.77,30413.0,
X2,2020/7/25,19.5,5.21,4.16,1.6,2.0,8831.37,30415.0,
X2,2020/7/26,24.0,4.86,2.86,1.96,3.0,8833.33,30418.0,
X2,2020/7/27,24.0,4.59,2.81,1.91,3.0,8835.24,30421.0,
X2,2020/7/28,24.0,4.39,2.75,1.87,2.0,8837.11,30423.0,
X2,2020/7/29,24.0,4.27,2.69,1.33,2.0,8838.44,30425.0,
X2,2020/7/30,24.0,4.45,2.71,0.7,1.0,8839.14,30426.0,
X2,2020/7/31,24.0,4.57,2.65,0.7,1.0,8839.84,30427.0,
X2,2020/8/1,24.0,4.66,2.63,0.62,1.0,8840.46,30428.0,
X2,2020/8/2,24.0,4.65,2.74,0.76,1.0,8841.22,30429.0,
X2,2020/8/3,24.0,4.51,2.9,0.82,1.0,8842.04,30430.0,
X2,2020/8/4,24.0,4.42,2.91,1.39,2.0,8843.43,30432.0,
X2,2020/8/5,24.0,4.4,3.04,1.35,2.0,8844.78,30434.0,
X2,2020/8/6,24.0,4.4,2.86,1.23,2.0,8846.01,30436.0,
X2,2020/8/7,24.0,4.44,2.8,1.01,1.0,8847.02,30437.0,
X2,2020/8/8,24.0,4.47,2.81,1.0,1.0,8848.02,30438.0,
X2,2020/8/9,24.0,4.52,3.71,1.0,1.0,8849.02,30439.0,
X2,2020/8/10,24.0,4.58,2.89,0.8,1.0,8849.82,30440.0,
X2,2020/8/11,24.0,4.61,2.77,2.0,1.0,8851.82,30441.0,
X2,2020/8/12,24.0,4.67,3.27,1.0,2.0,8852.82,30443.0,
X2,2020/8/13,24.0,4.85,4.64,0.93,2.0,8853.75,30445.0,
X2,2020/8/14,24.0,4.68,3.36,1.0,1.0,8854.75,30446.0,
X2,2020/8/15,24.0,4.63,3.11,1.4,2.0,8856.15,30448.0,
X2,2020/8/16,24.0,4.64,3.07,1.2,2.0,8857.35,30450.0,
X2,2020/8/17,24.0,4.65,2.96,1.32,3.0,8858.67,30453.0,
X2,2020/8/18,24.0,4.67,3.04,2.25,2.0,8860.92,30455.0,
X2,2020/8/19,24.0,4.7,3.02,1.8,2.0,8862.72,30457.0,
X2,2020/8/20,24.0,4.75,3.1,0.9,2.0,8863.62,30459.0,
X2,2020/8/21,24.0,4.83,4.54,1.93,2.0,8865.55,30461.0,
X2,2020/8/22,24.0,4.91,2.88,1.85,2.0,8867.4,30463.0,
X2,2020/8/23,24.0,4.96,2.9,0.8,1.0,8868.2,30464.0,
X2,2020/8/24,24.0,5.02,3.03,0.69,1.0,8868.89,30465.0,
X2,2020/8/25,24.0,5.05,2.72,0.66,2.0,8869.55,30467.0,
X2,2020/8/26,24.0,5.12,2.7,1.78,2.0,8871.33,30469.0,
X2,2020/8/27,24.0,5.13,2.89,0.72,2.0,8872.05,30471.0,
X2,2020/8/28,24.0,5.16,2.97,0.65,1.0,8872.7,30472.0,
X2,2020/8/29,24.0,5.21,2.9,0.66,2.0,8873.35,30474.0,
X2,2020/8/30,24.0,5.25,2.9,1.67,2.0,8875.02,30476.0,
X2,2020/8/31,24.0,5.28,2.88,1.66,1.0,8876.69,30477.0,
X2,2020/9/1,24.0,5.31,2.82,0.62,1.0,8877.31,30478.0,
X2,2020/9/2,24.0,5.35,2.79,0.64,2.0,8877.95,30480.0,
X2,2020/9/3,24.0,5.38,2.75,1.79,1.0,8879.74,30481.0,
X2,2020/9/4,24.0,5.39,1.69,0.83,2.0,8880.57,30483.0,
X2,2020/9/5,24.0,5.42,2.18,0.7,2.0,8881.27,30485.0,
X2,2020/9/6,24.0,5.46,2.76,0.5,1.0,8881.77,30486.0,
X2,2020/9/7,24.0,5.48,2.85,1.09,1.0,8882.86,30487.0,
X2,2020/9/8,24.0,5.51,2.82,0.71,1.0,8883.57,30488.0,
X2,2020/9/9,24.0,5.54,2.8,0.7,1.0,8884.27,30489.0,
X2,2020/9/10,24.0,5.55,2.8,1.1,2.0,8885.37,30491.0,
X2,2020/9/11,24.0,5.57,2.86,1.1,2.0,8886.47,30493.0,
X2,2020/9/12,24.0,5.6,2.72,1.02,2.0,8887.49,30495.0,
X2,2020/9/13,24.0,5.6,2.4,1.1,2.0,8888.59,30497.0,
X2,2020/9/14,24.0,5.59,2.24,1.47,2.0,8890.06,30499.0,
X2,2020/9/15,24.0,5.59,2.24,1.0,2.0,8891.06,30501.0,
X2,2020/9/16,24.0,5.67,2.61,1.0,2.0,8892.06,30503.0,
X2,2020/9/17,24.0,5.73,4.71,1.0,2.0,8893.06,30505.0,
X2,2020/9/18,24.0,5.72,2.78,0.82,1.0,8893.89,30506.0,
X2,2020/9/19,24.0,5.74,2.9,0.98,1.0,8894.87,30507.0,
X2,2020/9/20,24.0,5.74,2.91,0.72,1.0,8895.59,30508.0,
X2,2020/9/21,24.0,5.73,1.63,0.98,1.0,8896.57,30509.0,
X2,2020/9/22,24.0,5.75,2.02,0.87,1.0,8897.44,30510.0,
X2,2020/9/23,24.0,5.79,2.65,0.7,1.0,8898.14,30511.0,
X2,2020/9/24,24.0,5.8,2.77,0.6,1.0,8898.74,30512.0,
X2,2020/9/25,24.0,5.81,2.82,0.53,1.0,8899.27,30513.0,
X2,2020/9/26,24.0,5.85,3.48,0.5,1.0,8899.77,30514.0,
X2,2020/9/27,24.0,5.85,2.88,0.5,1.0,8900.27,30515.0,
X2,2020/9/28,24.0,5.87,3.03,0.66,1.0,8900.93,30516.0,
X2,2020/9/29,24.0,5.89,2.95,0.7,1.0,8901.63,30517.0,
X2,2020/9/30,24.0,5.9,2.98,0.6,1.0,8902.23,30518.0,
X2,2020/10/1,24.0,5.91,2.92,0.6,1.0,8902.83,30519.0,
X2,2020/10/2,24.0,5.93,2.89,0.62,1.0,8903.45,30520.0,
X2,2020/10/3,24.0,5.95,2.85,0.53,1.0,8903.98,30521.0,
X2,2020/10/4,24.0,5.97,2.85,0.76,1.0,8904.74,30522.0,
X2,2020/10/5,24.0,5.99,2.81,0.48,1.0,8905.22,30523.0,
X2,2020/10/6,24.0,6.01,2.78,0.57,1.0,8905.79,30524.0,
X2,2020/10/7,24.0,6.15,4.34,0.6,1.0,8906.39,30525.0,
X2,2020/10/8,24.0,6.23,4.76,0.62,1.0,8907.01,30526.0,
X2,2020/10/9,24.0,6.23,4.76,0.6,1.0,8907.61,30527.0,
X2,2020/10/10,14.5,6.16,4.36,0.32,1.0,8907.93,30528.0,
X2,2020/10/11,6.5,6.1,2.65,0.45,1.0,8908.38,30529.0,
X2,2020/10/12,21.0,6.02,1.66,1.45,2.0,8909.83,30531.0,
X2,2020/10/13,24.0,5.72,2.68,1.0,2.0,8910.84,30533.0,
X2,2020/10/14,24.0,5.41,3.07,1.02,2.0,8911.86,30535.0,
X2,2020/10/15,24.0,5.09,3.18,1.55,2.0,8913.41,30537.0,
X2,2020/10/16,24.0,5.04,3.59,1.23,1.0,8914.64,30538.0,
X2,2020/10/17,24.0,4.9,3.13,0.8,2.0,8915.44,30540.0,
X2,2020/10/18,24.0,4.73,3.07,0.71,1.0,8916.14,30541.0,
X2,2020/10/19,24.0,4.86,2.72,1.1,2.0,8917.24,30543.0,
X2,2020/10/20,17.5,5.0,3.37,0.8,1.0,8918.04,30544.0,
X2,2020/10/21,24.0,4.53,2.72,0.89,1.0,8918.93,30545.0,
X2,2020/10/22,24.0,4.35,2.84,1.0,2.0,8919.93,30547.0,
X2,2020/10/23,24.0,4.36,2.92,1.2,2.0,8921.13,30549.0,
X2,2020/10/24,24.0,4.49,2.8,1.57,2.0,8922.7,30551.0,
X2,2020/10/25,24.0,4.56,2.91,1.49,2.0,8924.19,30553.0,
X2,2020/10/26,24.0,4.55,2.86,1.25,2.0,8925.44,30555.0,
X2,2020/10/27,24.0,4.58,2.82,1.2,2.0,8926.64,30557.0,
X2,2020/10/28,24.0,4.58,2.14,1.23,2.0,8927.87,30559.0,
X2,2020/10/29,24.0,4.58,2.14,1.31,2.0,8929.18,30561.0,
X2,2020/10/30,24.0,4.51,2.44,1.22,2.0,8930.4,30563.0,
X2,2020/10/31,24.0,4.48,2.66,1.28,2.0,8931.68,30565.0,
X2,2020/11/1,24.0,4.45,3.01,0.91,2.0,8932.59,30567.0,
X2,2020/11/2,24.0,4.45,2.52,0.89,1.0,8933.48,30568.0,
X2,2020/11/3,24.0,4.44,2.55,1.28,2.0,8934.76,30570.0,
X2,2020/11/4,24.0,4.4,2.5,1.28,2.0,8936.04,30572.0,
X2,2020/11/5,24.0,4.37,2.49,1.28,2.0,8937.32,30574.0,
X2,2020/11/6,24.0,4.33,2.47,1.61,2.0,8938.94,30576.0,
X2,2020/11/7,24.0,4.32,2.48,1.01,2.0,8939.95,30578.0,
X2,2020/11/8,24.0,4.3,2.48,1.18,2.0,8941.12,30580.0,
X2,2020/11/9,24.0,4.3,2.44,1.38,2.0,8942.5,30582.0,
X2,2020/11/10,24.0,4.29,2.55,1.2,2.0,8943.7,30584.0,
X2,2020/11/11,24.0,4.27,2.42,1.02,2.0,8944.72,30586.0,
X2,2020/11/12,24.0,4.27,2.17,1.3,1.0,8946.02,30587.0,
X2,2020/11/13,24.0,4.26,2.23,1.01,1.0,8947.04,30588.0,
X2,2020/11/14,24.0,4.25,1.78,0.9,1.0,8947.94,30589.0,
